,000519.SZ,002690.SZ,000960.SZ,002233.SZ,600970.SH,002221.SZ,600282.SH,600755.SH,002249.SZ,600580.SH,000636.SZ,600056.SH,000050.SZ,000402.SZ,000553.SZ,000825.SZ,000967.SZ,001872.SZ,002203.SZ,002423.SZ,002653.SZ,002867.SZ,002925.SZ,300072.SZ,300285.SZ,300296.SZ,600256.SH,600339.SH,600415.SH,600446.SH,600704.SH,600728.SH,601228.SH,601598.SH,601860.SH,603317.SH,603379.SH,603858.SH,603983.SH,600500.SH,600026.SH,600862.SH,000400.SZ,002281.SZ,600380.SH,300244.SZ,002155.SZ,000089.SZ,000158.SZ,601016.SH,600808.SH,000975.SZ,600879.SH,300115.SZ,600409.SH,600859.SH,603883.SH,002250.SZ,002266.SZ,000783.SZ,000785.SZ,000831.SZ,001227.SZ,002240.SZ,002326.SZ,002407.SZ,002497.SZ,002624.SZ,002625.SZ,002756.SZ,300012.SZ,300073.SZ,300144.SZ,300390.SZ,300558.SZ,300676.SZ,300677.SZ,300769.SZ,300832.SZ,300888.SZ,600079.SH,600096.SH,600109.SH,600143.SH,600499.SH,600848.SH,600927.SH,601058.SH,601108.SH,601162.SH,601607.SH,601696.SH,601990.SH,603026.SH,603233.SH,603345.SH,603517.SH,603658.SH,603939.SH,605117.SH,688009.SH,688122.SH,688180.SH,688185.SH,688256.SH,688390.SH,688777.SH,688819.SH,000401.SZ,000997.SZ,000547.SZ,600376.SH,600764.SH,600956.SH,002505.SZ,601717.SH,002244.SZ,600967.SH,000540.SZ,000709.SZ,002299.SZ,002468.SZ,002683.SZ,002705.SZ,002966.SZ,002985.SZ,300146.SZ,300463.SZ,300699.SZ,600038.SH,600131.SH,600170.SH,600372.SH,600398.SH,600516.SH,600517.SH,600546.SH,600556.SH,600867.SH,600871.SH,600928.SH,600968.SH,601298.SH,601456.SH,601778.SH,601828.SH,601992.SH,601997.SH,603589.SH,603638.SH,603719.SH,603927.SH,688002.SH,688029.SH,688088.SH,688099.SH,688321.SH,000027.SZ,000039.SZ,000729.SZ,000778.SZ,002815.SZ,300058.SZ,300376.SZ,600126.SH,600582.SH,600642.SH,600648.SH,600839.SH,601928.SH,603000.SH,603228.SH,603444.SH,603515.SH,600325.SH,002368.SZ,000686.SZ,000738.SZ,000750.SZ,002110.SZ,002174.SZ,002212.SZ,002399.SZ,002465.SZ,002831.SZ,300418.SZ,600021.SH,600167.SH,600258.SH,600350.SH,600528.SH,600827.SH,600895.SH,601098.SH,601179.SH,601608.SH,603056.SH,603885.SH,002390.SZ,300001.SZ,600329.SH,600572.SH,600006.SH,000937.SZ,600297.SH,002408.SZ,600348.SH,002128.SZ,300026.SZ,002191.SZ,600195.SH,601880.SH,603568.SH,600435.SH,000869.SZ,000883.SZ,000959.SZ,000983.SZ,002382.SZ,002387.SZ,002572.SZ,002797.SZ,002926.SZ,002936.SZ,002946.SZ,002948.SZ,300009.SZ,600486.SH,600497.SH,600549.SH,600707.SH,600739.SH,600909.SH,600985.SH,601118.SH,601139.SH,601333.SH,601611.SH,601615.SH,601699.SH,002019.SZ,000830.SZ,000581.SZ,000656.SZ,000728.SZ,000987.SZ,001203.SZ,001965.SZ,002153.SZ,002384.SZ,002409.SZ,002430.SZ,002508.SZ,002673.SZ,002739.SZ,002939.SZ,002945.SZ,300136.SZ,300363.SZ,300724.SZ,300869.SZ,600118.SH,600157.SH,600233.SH,600236.SH,600298.SH,600299.SH,600399.SH,600482.SH,600521.SH,600522.SH,600705.SH,600906.SH,601077.SH,601156.SH,601555.SH,601665.SH,601872.SH,603127.SH,603218.SH,603267.SH,603456.SH,603613.SH,688006.SH,688188.SH,688289.SH,688521.SH,600717.SH,000513.SZ,000009.SZ,000156.SZ,000718.SZ,000807.SZ,000887.SZ,000990.SZ,002131.SZ,002152.SZ,002183.SZ,002195.SZ,002434.SZ,002745.SZ,300182.SZ,600037.SH,600060.SH,600155.SH,600598.SH,600623.SH,600718.SH,600737.SH,600823.SH,600875.SH,600885.SH,601128.SH,601200.SH,601969.SH,603225.SH,600259.SH,000685.SZ,002670.SZ,002078.SZ,000031.SZ,002092.SZ,600022.SH,600160.SH,600039.SH,600418.SH,600673.SH,002416.SZ,600801.SH,000690.SZ,600201.SH,600863.SH,000021.SZ,002273.SZ,000878.SZ,000999.SZ,603198.SH,000563.SZ,600835.SH,600765.SH,000012.SZ,002444.SZ,600597.SH,002028.SZ,603355.SH,600171.SH,300088.SZ,600315.SH,000988.SZ,002353.SZ,603868.SH,002701.SZ,600216.SH,600917.SH,000488.SZ,300166.SZ,603077.SH,000415.SZ,000629.SZ,000630.SZ,000739.SZ,000898.SZ,001914.SZ,002010.SZ,002081.SZ,002124.SZ,002138.SZ,002156.SZ,002185.SZ,002294.SZ,002396.SZ,002429.SZ,002506.SZ,002511.SZ,002557.SZ,002563.SZ,002595.SZ,002901.SZ,300017.SZ,300024.SZ,300070.SZ,300212.SZ,300357.SZ,300474.SZ,300482.SZ,300618.SZ,300630.SZ,600153.SH,600529.SH,600535.SH,600566.SH,600667.SH,603605.SH,603786.SH,000930.SZ,002242.SZ,300257.SZ,002048.SZ,002223.SZ,600316.SH,600392.SH,000060.SZ,000537.SZ,000559.SZ,000623.SZ,000717.SZ,000932.SZ,000998.SZ,002372.SZ,002385.SZ,002500.SZ,002507.SZ,300168.SZ,600008.SH,600373.SH,600507.SH,600567.SH,600699.SH,600782.SH,600820.SH,600901.SH,600959.SH,601003.SH,601005.SH,601106.SH,601718.SH,601866.SH,601869.SH,601958.SH,603650.SH,603712.SH,603866.SH,600811.SH,002030.SZ,000528.SZ,000970.SZ,002603.SZ,002373.SZ,600166.SH,600511.SH,600307.SH,600563.SH,600064.SH,601000.SH,002268.SZ,000598.SZ,600141.SH,600062.SH,000062.SZ,601168.SH,000671.SZ,000961.SZ,002065.SZ,002127.SZ,002146.SZ,002180.SZ,002422.SZ,002439.SZ,002532.SZ,002958.SZ,003035.SZ,300037.SZ,300251.SZ,300253.SZ,300308.SZ,300383.SZ,300741.SZ,600027.SH,600066.SH,600095.SH,600177.SH,600208.SH,600271.SH,600369.SH,600377.SH,600390.SH,600487.SH,600498.SH,600536.SH,600637.SH,600663.SH,600732.SH,600988.SH,600998.SH,601187.SH,601198.SH,601568.SH,601577.SH,601636.SH,601991.SH,603156.SH,603707.SH,688208.SH,600120.SH,600787.SH,002004.SZ,000028.SZ,002056.SZ,002002.SZ
20190102,80.0,72.0,80.0,80.0,80.0,92.0,96.0,80.0,96.0,96.0,96.0,96.0,96.0,96.0,92.0,92.0,80.0,96.0,8.0,80.0,36.0,96.0,72.0,92.0,96.0,80.0,80.0,96.0,80.0,92.0,80.0,80.0,80.0,,,,,80.0,,96.0,92.0,80.0,80.0,28.0,96.0,72.0,4.0,80.0,80.0,92.0,80.0,0.0,96.0,80.0,96.0,80.0,96.0,0.0,80.0,80.0,80.0,80.0,,92.0,80.0,92.0,92.0,12.0,12.0,96.0,12.0,0.0,56.0,80.0,96.0,68.0,92.0,,,,80.0,80.0,80.0,64.0,96.0,36.0,,80.0,80.0,12.0,96.0,,12.0,12.0,96.0,96.0,96.0,96.0,96.0,,,,,,,,,,12.0,96.0,96.0,12.0,12.0,,48.0,80.0,92.0,80.0,96.0,80.0,68.0,80.0,80.0,0.0,,,92.0,96.0,84.0,92.0,92.0,12.0,96.0,12.0,80.0,80.0,96.0,0.0,88.0,80.0,,,,,,80.0,96.0,96.0,72.0,12.0,,,,,,,,96.0,80.0,4.0,80.0,0.0,80.0,92.0,92.0,92.0,92.0,80.0,80.0,12.0,80.0,72.0,0.0,72.0,36.0,68.0,80.0,80.0,80.0,80.0,12.0,12.0,0.0,80.0,56.0,56.0,0.0,12.0,96.0,12.0,12.0,52.0,52.0,0.0,80.0,12.0,96.0,68.0,96.0,0.0,96.0,96.0,80.0,80.0,80.0,80.0,88.0,96.0,96.0,0.0,80.0,80.0,4.0,80.0,96.0,80.0,80.0,96.0,96.0,80.0,96.0,12.0,88.0,80.0,,,96.0,96.0,80.0,96.0,92.0,80.0,80.0,12.0,88.0,84.0,72.0,88.0,,96.0,96.0,96.0,96.0,36.0,88.0,,,76.0,92.0,72.0,96.0,96.0,96.0,92.0,92.0,80.0,,72.0,64.0,52.0,,80.0,80.0,96.0,12.0,12.0,92.0,92.0,92.0,96.0,12.0,96.0,,,,80.0,,92.0,72.0,12.0,,72.0,,,,,,80.0,96.0,80.0,80.0,0.0,80.0,96.0,84.0,96.0,68.0,76.0,96.0,12.0,92.0,80.0,80.0,96.0,88.0,4.0,80.0,12.0,68.0,80.0,80.0,0.0,96.0,80.0,96.0,72.0,96.0,80.0,80.0,96.0,96.0,96.0,80.0,80.0,80.0,80.0,96.0,96.0,96.0,96.0,96.0,68.0,96.0,80.0,80.0,68.0,96.0,80.0,96.0,88.0,80.0,80.0,56.0,12.0,76.0,92.0,92.0,12.0,64.0,92.0,4.0,28.0,96.0,92.0,80.0,96.0,80.0,96.0,92.0,96.0,56.0,80.0,80.0,96.0,96.0,16.0,4.0,80.0,12.0,96.0,92.0,92.0,0.0,0.0,68.0,68.0,0.0,96.0,80.0,80.0,96.0,12.0,72.0,80.0,96.0,96.0,68.0,96.0,0.0,96.0,96.0,80.0,4.0,,96.0,12.0,96.0,80.0,12.0,80.0,88.0,80.0,60.0,80.0,96.0,96.0,96.0,4.0,8.0,92.0,80.0,12.0,96.0,80.0,12.0,4.0,4.0,12.0,4.0,12.0,96.0,80.0,12.0,12.0,80.0,88.0,80.0,12.0,12.0,12.0,12.0,96.0,80.0,88.0,96.0,92.0,12.0,92.0,36.0,96.0,80.0,56.0,52.0,4.0,80.0,96.0,96.0,96.0,92.0,96.0,96.0,96.0,64.0,56.0,96.0,68.0,76.0,68.0,12.0,,,0.0,12.0,12.0,72.0,12.0,12.0,0.0,12.0,80.0,80.0,80.0,56.0,80.0,28.0,80.0,68.0,68.0,96.0,80.0,80.0,12.0,96.0,12.0,,80.0,,96.0,4.0,84.0,4.0,72.0,,80.0,96.0,92.0,96.0,80.0,80.0
20190103,76.0,96.0,76.0,76.0,96.0,88.0,96.0,76.0,96.0,92.0,92.0,92.0,96.0,96.0,88.0,88.0,76.0,96.0,4.0,76.0,96.0,96.0,68.0,96.0,96.0,96.0,76.0,96.0,76.0,88.0,76.0,76.0,76.0,,96.0,,,76.0,,92.0,88.0,76.0,76.0,24.0,96.0,68.0,0.0,76.0,76.0,96.0,96.0,0.0,92.0,96.0,96.0,76.0,96.0,96.0,76.0,76.0,76.0,76.0,,88.0,76.0,96.0,88.0,8.0,8.0,92.0,8.0,0.0,96.0,76.0,96.0,64.0,88.0,,,,96.0,76.0,76.0,60.0,92.0,32.0,,76.0,76.0,8.0,96.0,,8.0,8.0,96.0,96.0,96.0,92.0,96.0,,,,,,,,,,8.0,96.0,92.0,8.0,8.0,,44.0,76.0,96.0,76.0,96.0,76.0,64.0,96.0,96.0,8.0,,,88.0,96.0,80.0,88.0,88.0,8.0,92.0,8.0,76.0,76.0,96.0,0.0,96.0,76.0,,,,,,96.0,96.0,92.0,96.0,8.0,,,,,,,,96.0,76.0,96.0,96.0,0.0,76.0,88.0,88.0,88.0,88.0,76.0,76.0,8.0,76.0,68.0,8.0,96.0,32.0,64.0,76.0,76.0,76.0,96.0,8.0,8.0,0.0,76.0,52.0,52.0,8.0,8.0,96.0,8.0,8.0,48.0,48.0,0.0,76.0,8.0,96.0,64.0,96.0,0.0,92.0,96.0,76.0,76.0,76.0,76.0,84.0,92.0,92.0,0.0,76.0,96.0,0.0,76.0,96.0,76.0,76.0,96.0,96.0,76.0,96.0,8.0,84.0,76.0,,,92.0,96.0,76.0,96.0,88.0,76.0,76.0,96.0,84.0,80.0,68.0,84.0,,92.0,96.0,92.0,92.0,32.0,84.0,,,72.0,96.0,96.0,96.0,96.0,96.0,88.0,88.0,76.0,,96.0,60.0,48.0,,76.0,76.0,96.0,8.0,8.0,88.0,88.0,88.0,96.0,8.0,92.0,,,,76.0,,96.0,68.0,8.0,,96.0,,,,,,76.0,96.0,76.0,76.0,32.0,76.0,96.0,80.0,96.0,64.0,96.0,92.0,8.0,88.0,96.0,76.0,96.0,84.0,96.0,96.0,96.0,64.0,76.0,76.0,0.0,92.0,76.0,96.0,68.0,92.0,76.0,76.0,96.0,92.0,96.0,76.0,96.0,76.0,76.0,96.0,92.0,96.0,96.0,96.0,64.0,96.0,76.0,76.0,64.0,96.0,76.0,92.0,84.0,76.0,96.0,52.0,8.0,72.0,88.0,88.0,8.0,60.0,88.0,96.0,24.0,96.0,88.0,76.0,92.0,76.0,92.0,88.0,92.0,52.0,76.0,96.0,96.0,96.0,12.0,0.0,76.0,8.0,96.0,96.0,88.0,0.0,96.0,64.0,64.0,96.0,96.0,76.0,76.0,92.0,8.0,96.0,96.0,96.0,92.0,64.0,92.0,8.0,96.0,96.0,76.0,0.0,,96.0,8.0,96.0,76.0,8.0,76.0,84.0,76.0,56.0,76.0,92.0,92.0,96.0,0.0,4.0,88.0,76.0,8.0,96.0,76.0,8.0,0.0,0.0,8.0,0.0,8.0,92.0,76.0,8.0,8.0,76.0,84.0,76.0,8.0,8.0,8.0,8.0,92.0,76.0,84.0,92.0,88.0,96.0,88.0,32.0,96.0,76.0,52.0,48.0,0.0,76.0,92.0,96.0,92.0,88.0,92.0,92.0,92.0,96.0,52.0,96.0,64.0,96.0,64.0,8.0,,,0.0,8.0,8.0,96.0,8.0,8.0,0.0,8.0,76.0,76.0,76.0,52.0,76.0,24.0,76.0,96.0,64.0,92.0,76.0,76.0,8.0,92.0,96.0,,76.0,,92.0,0.0,80.0,0.0,68.0,,76.0,92.0,96.0,92.0,76.0,76.0
20190104,72.0,92.0,72.0,72.0,96.0,84.0,96.0,72.0,92.0,96.0,88.0,96.0,96.0,92.0,96.0,96.0,72.0,96.0,0.0,72.0,96.0,92.0,96.0,96.0,96.0,96.0,72.0,96.0,72.0,84.0,72.0,96.0,96.0,,92.0,,,96.0,,88.0,96.0,72.0,72.0,96.0,96.0,64.0,0.0,96.0,72.0,96.0,96.0,4.0,88.0,96.0,96.0,96.0,92.0,92.0,72.0,72.0,72.0,72.0,,96.0,72.0,92.0,96.0,4.0,4.0,88.0,96.0,96.0,96.0,72.0,96.0,60.0,84.0,,,,96.0,72.0,72.0,56.0,88.0,96.0,,72.0,72.0,4.0,92.0,,4.0,4.0,92.0,96.0,92.0,88.0,92.0,,,,,,,,,,96.0,96.0,88.0,4.0,4.0,,40.0,96.0,96.0,72.0,96.0,72.0,60.0,96.0,96.0,4.0,,,96.0,92.0,76.0,84.0,96.0,4.0,88.0,4.0,72.0,72.0,96.0,0.0,96.0,72.0,,,,,,96.0,92.0,88.0,96.0,4.0,,,,,,,,96.0,72.0,96.0,96.0,96.0,96.0,96.0,84.0,84.0,84.0,72.0,96.0,4.0,72.0,64.0,4.0,96.0,96.0,60.0,72.0,72.0,72.0,96.0,4.0,4.0,4.0,72.0,48.0,96.0,4.0,4.0,92.0,4.0,4.0,44.0,44.0,4.0,72.0,4.0,96.0,60.0,96.0,0.0,96.0,96.0,72.0,72.0,72.0,72.0,80.0,88.0,88.0,4.0,72.0,92.0,96.0,72.0,96.0,72.0,72.0,96.0,96.0,72.0,96.0,4.0,80.0,96.0,,,88.0,96.0,72.0,96.0,84.0,72.0,72.0,96.0,96.0,96.0,64.0,96.0,,96.0,92.0,96.0,96.0,28.0,80.0,,,68.0,96.0,96.0,96.0,96.0,96.0,84.0,84.0,72.0,,96.0,96.0,44.0,,72.0,72.0,96.0,4.0,4.0,84.0,84.0,84.0,92.0,4.0,88.0,,,,72.0,,92.0,64.0,4.0,,92.0,,,,,,72.0,96.0,96.0,72.0,28.0,96.0,96.0,96.0,96.0,60.0,96.0,96.0,96.0,84.0,96.0,72.0,96.0,80.0,96.0,92.0,96.0,60.0,72.0,72.0,0.0,96.0,72.0,96.0,96.0,96.0,72.0,72.0,96.0,96.0,96.0,72.0,96.0,72.0,72.0,92.0,88.0,96.0,96.0,92.0,60.0,96.0,96.0,72.0,60.0,96.0,72.0,88.0,80.0,72.0,96.0,48.0,4.0,68.0,84.0,84.0,96.0,96.0,96.0,96.0,96.0,96.0,84.0,96.0,96.0,96.0,96.0,84.0,96.0,48.0,96.0,92.0,96.0,96.0,12.0,96.0,96.0,96.0,96.0,96.0,84.0,16.0,96.0,60.0,60.0,92.0,96.0,72.0,72.0,96.0,4.0,92.0,96.0,96.0,96.0,96.0,88.0,4.0,96.0,96.0,96.0,4.0,,96.0,4.0,96.0,72.0,4.0,72.0,80.0,72.0,52.0,96.0,88.0,96.0,92.0,0.0,96.0,96.0,72.0,4.0,92.0,96.0,4.0,88.0,96.0,96.0,4.0,4.0,96.0,72.0,4.0,4.0,72.0,80.0,72.0,4.0,4.0,96.0,4.0,88.0,72.0,80.0,96.0,84.0,96.0,96.0,96.0,92.0,72.0,48.0,44.0,96.0,72.0,88.0,96.0,96.0,84.0,88.0,88.0,88.0,96.0,48.0,96.0,60.0,96.0,60.0,4.0,,,96.0,4.0,4.0,96.0,4.0,4.0,0.0,4.0,96.0,72.0,72.0,48.0,72.0,20.0,72.0,96.0,60.0,88.0,72.0,96.0,,88.0,92.0,,72.0,,96.0,4.0,76.0,96.0,96.0,,72.0,96.0,92.0,88.0,72.0,72.0
20190107,68.0,88.0,68.0,68.0,92.0,80.0,92.0,68.0,88.0,92.0,84.0,92.0,92.0,88.0,92.0,92.0,68.0,92.0,0.0,68.0,92.0,88.0,92.0,92.0,92.0,92.0,68.0,92.0,68.0,80.0,68.0,92.0,92.0,,88.0,,,92.0,,84.0,92.0,68.0,68.0,92.0,92.0,60.0,0.0,92.0,68.0,92.0,92.0,0.0,84.0,92.0,92.0,92.0,88.0,88.0,68.0,68.0,68.0,68.0,,92.0,68.0,88.0,92.0,0.0,0.0,84.0,92.0,92.0,92.0,68.0,92.0,56.0,80.0,,,,92.0,68.0,68.0,52.0,84.0,92.0,,68.0,68.0,0.0,88.0,,0.0,0.0,88.0,92.0,88.0,84.0,88.0,,,,,,,,,,92.0,92.0,84.0,0.0,0.0,,36.0,92.0,92.0,68.0,92.0,68.0,56.0,92.0,92.0,0.0,,,92.0,88.0,72.0,80.0,92.0,0.0,84.0,0.0,68.0,68.0,92.0,0.0,92.0,68.0,,,,,,92.0,88.0,84.0,92.0,0.0,,,,,,,,92.0,68.0,92.0,92.0,92.0,92.0,92.0,80.0,80.0,80.0,68.0,92.0,0.0,68.0,60.0,0.0,92.0,92.0,56.0,68.0,68.0,68.0,92.0,0.0,0.0,0.0,68.0,44.0,92.0,0.0,0.0,88.0,0.0,0.0,40.0,40.0,0.0,68.0,0.0,92.0,56.0,92.0,0.0,92.0,92.0,68.0,68.0,68.0,68.0,76.0,84.0,84.0,0.0,68.0,88.0,92.0,68.0,92.0,68.0,68.0,92.0,92.0,68.0,92.0,0.0,76.0,92.0,,,84.0,92.0,68.0,92.0,80.0,68.0,68.0,92.0,92.0,92.0,60.0,92.0,,92.0,88.0,92.0,92.0,24.0,76.0,,,64.0,92.0,92.0,92.0,92.0,92.0,80.0,80.0,68.0,,92.0,92.0,40.0,,68.0,68.0,92.0,0.0,0.0,80.0,80.0,80.0,88.0,0.0,84.0,,,,68.0,,88.0,60.0,0.0,,88.0,,,,,,68.0,92.0,92.0,68.0,24.0,92.0,92.0,92.0,92.0,56.0,92.0,92.0,92.0,80.0,92.0,68.0,92.0,76.0,92.0,88.0,92.0,56.0,68.0,68.0,92.0,92.0,68.0,92.0,92.0,92.0,68.0,68.0,92.0,92.0,92.0,68.0,92.0,68.0,68.0,88.0,84.0,92.0,92.0,96.0,56.0,92.0,92.0,68.0,56.0,92.0,68.0,84.0,76.0,68.0,92.0,44.0,0.0,64.0,80.0,80.0,92.0,92.0,92.0,92.0,92.0,92.0,80.0,92.0,92.0,92.0,92.0,80.0,92.0,44.0,92.0,88.0,92.0,92.0,64.0,92.0,92.0,92.0,92.0,92.0,80.0,12.0,96.0,56.0,56.0,88.0,92.0,68.0,68.0,92.0,0.0,88.0,92.0,92.0,92.0,92.0,84.0,0.0,92.0,92.0,92.0,0.0,,92.0,0.0,92.0,68.0,0.0,68.0,76.0,68.0,48.0,92.0,84.0,92.0,88.0,0.0,92.0,96.0,68.0,0.0,88.0,92.0,0.0,84.0,92.0,92.0,0.0,0.0,92.0,68.0,0.0,0.0,68.0,76.0,68.0,0.0,0.0,92.0,0.0,84.0,68.0,76.0,92.0,80.0,92.0,92.0,92.0,88.0,68.0,44.0,40.0,92.0,68.0,84.0,92.0,92.0,80.0,84.0,84.0,84.0,92.0,44.0,92.0,56.0,92.0,56.0,0.0,,,92.0,0.0,0.0,92.0,0.0,0.0,88.0,0.0,92.0,68.0,68.0,44.0,68.0,16.0,68.0,92.0,56.0,84.0,68.0,92.0,,84.0,88.0,,68.0,,92.0,0.0,72.0,92.0,92.0,,68.0,92.0,88.0,84.0,68.0,68.0
20190108,64.0,84.0,64.0,64.0,88.0,76.0,88.0,64.0,84.0,88.0,80.0,88.0,88.0,84.0,88.0,88.0,64.0,88.0,96.0,64.0,88.0,84.0,88.0,88.0,88.0,88.0,64.0,88.0,64.0,76.0,64.0,88.0,88.0,,84.0,,,88.0,,80.0,88.0,64.0,64.0,88.0,88.0,56.0,0.0,88.0,64.0,88.0,88.0,0.0,80.0,88.0,88.0,88.0,84.0,84.0,64.0,64.0,64.0,64.0,,88.0,64.0,84.0,88.0,12.0,24.0,80.0,88.0,88.0,88.0,64.0,88.0,52.0,76.0,,,,88.0,64.0,64.0,48.0,80.0,88.0,,64.0,64.0,44.0,84.0,,64.0,8.0,84.0,88.0,84.0,80.0,96.0,,,,,,,,,,88.0,88.0,80.0,20.0,0.0,,32.0,88.0,88.0,64.0,88.0,64.0,52.0,88.0,88.0,80.0,,,96.0,84.0,68.0,76.0,88.0,20.0,80.0,84.0,64.0,64.0,88.0,0.0,88.0,64.0,,,,,,88.0,84.0,80.0,88.0,76.0,,,,,,,,88.0,64.0,88.0,88.0,88.0,88.0,88.0,76.0,76.0,76.0,64.0,88.0,88.0,64.0,56.0,20.0,88.0,88.0,52.0,64.0,64.0,64.0,88.0,0.0,0.0,84.0,64.0,40.0,88.0,40.0,64.0,96.0,12.0,12.0,36.0,36.0,0.0,64.0,52.0,96.0,52.0,88.0,0.0,88.0,88.0,64.0,64.0,64.0,64.0,72.0,80.0,80.0,12.0,64.0,84.0,88.0,64.0,88.0,64.0,64.0,88.0,88.0,64.0,88.0,20.0,72.0,88.0,,,80.0,88.0,64.0,88.0,76.0,64.0,64.0,88.0,88.0,88.0,56.0,88.0,,88.0,84.0,88.0,88.0,20.0,72.0,,,60.0,88.0,88.0,88.0,88.0,88.0,76.0,76.0,64.0,,88.0,88.0,36.0,,64.0,64.0,88.0,12.0,52.0,76.0,76.0,76.0,84.0,12.0,80.0,,,,64.0,,84.0,56.0,88.0,,84.0,,,,,,64.0,88.0,88.0,64.0,20.0,88.0,88.0,88.0,88.0,52.0,88.0,88.0,88.0,76.0,88.0,64.0,88.0,72.0,88.0,84.0,88.0,52.0,64.0,64.0,88.0,88.0,64.0,88.0,88.0,88.0,64.0,64.0,88.0,88.0,88.0,64.0,88.0,64.0,64.0,84.0,80.0,88.0,88.0,92.0,52.0,88.0,88.0,64.0,52.0,88.0,64.0,80.0,72.0,64.0,88.0,40.0,88.0,60.0,76.0,76.0,88.0,88.0,88.0,88.0,88.0,88.0,76.0,88.0,88.0,88.0,88.0,76.0,88.0,40.0,88.0,84.0,88.0,88.0,60.0,88.0,88.0,88.0,88.0,88.0,76.0,8.0,92.0,52.0,52.0,84.0,88.0,64.0,64.0,88.0,80.0,84.0,88.0,88.0,88.0,88.0,80.0,88.0,88.0,88.0,88.0,48.0,,88.0,0.0,88.0,64.0,56.0,64.0,72.0,64.0,44.0,88.0,80.0,88.0,84.0,88.0,88.0,92.0,64.0,88.0,84.0,88.0,48.0,80.0,88.0,88.0,88.0,20.0,88.0,64.0,88.0,0.0,64.0,72.0,64.0,44.0,72.0,88.0,40.0,80.0,64.0,72.0,88.0,76.0,88.0,88.0,88.0,84.0,64.0,40.0,36.0,88.0,64.0,80.0,88.0,88.0,76.0,80.0,80.0,80.0,88.0,40.0,88.0,52.0,88.0,52.0,76.0,,,88.0,8.0,88.0,88.0,56.0,76.0,84.0,64.0,88.0,64.0,64.0,40.0,64.0,12.0,64.0,88.0,52.0,80.0,64.0,88.0,72.0,80.0,84.0,,64.0,,88.0,20.0,68.0,88.0,88.0,,64.0,88.0,84.0,80.0,64.0,64.0
